log,summary
WARN service=order-api endpoint=/api/v1/checkout code=401 reason=token_expired expired_min=600,The /api/v1/checkout call failed with 401: order-api saw credentials that lapsed 600 minutes ago.
Failed to pull image for payment-worker: registry returned 502 while fetching tag v3.6.2. Retrying with backoff.,Deploying payment-worker failed because image tag v3.6.2 could not be pulled; the registry responded with 502 and the pull is backing off.
ERROR service=ledger-service host=worker-a oom_killed=true limit=1024Mi function=connectDb exit=137,The ledger-service container on worker-a was killed with exit code 137 after connectDb exceeded its 1024Mi memory limit.
Container feed-aggregator on node-03 terminated unexpectedly. Exit code 137. Process connectDb exceeded the memory limit of 512Mi.,The feed-aggregator container on node-03 was killed with exit code 137 after connectDb exceeded its 512Mi memory limit.
[ALERT] order-api on node-02: lookup of feed-aggregator returned timeout,"The feed-aggregator hostname would not resolve (timeout), blocking order-api on node-02."
Upstream search-indexer returned 502 for /api/v1/reports after 14074ms. Circuit breaker in media-encoder is now open.,Repeated 502 errors from search-indexer on /api/v1/reports tripped media-encoder's circuit breaker.
[CRIT] consumer lag on emails.outbound: email-dispatcher is 3 messages behind; oldest message failed with TimeoutError,"After 3 failed deliveries to email-dispatcher (TimeoutError), the emails.outbound message landed in the dead-letter queue."
Failed to pull image for catalog-api: registry returned 502 while fetching tag v5.18.9. Retrying with backoff.,Deploying catalog-api failed because image tag v5.18.9 could not be pulled; the registry responded with 502 and the pull is backing off.
"[CRIT] container runtime killed cart-service on worker-a: memory limit 1024Mi reached inside decodePayload, exit code 137",The cart-service container on worker-a was killed with exit code 137 after decodePayload exceeded its 1024Mi memory limit.
Request to /api/v1/sessions rejected with 401: the session token presented to notify-hub expired 136 minutes ago.,The /api/v1/sessions call failed with 401: notify-hub saw credentials that lapsed 136 minutes ago.
[CRIT] cart-service: permission denied for reporting_ro on invoices during flushBuffer (error 1045),Error 1045 in flushBuffer: the reporting_ro role used by cart-service has no access to invoices.
Message on reports.nightly was redelivered 8 times and moved to the dead-letter queue. Consumer feed-aggregator raised TimeoutError in writeSnapshot.,A message on reports.nightly exhausted 8 redeliveries and was dead-lettered after feed-aggregator kept failing with TimeoutError in writeSnapshot.
Name resolution failed for upstream order-api: NXDOMAIN. payment-worker cannot reach it from worker-c.,payment-worker on worker-c cannot resolve its upstream order-api — DNS returned NXDOMAIN.
"[CRIT] database unreachable from backup-agent: startContainer got error 61 (connection refused, port 9042)",A database connection failure hit backup-agent; error 61 in startContainer indicates the server on port 9042 refused the connection.
"[ERROR] database unreachable from report-builder: processBatch got error 2002 (connection refused, port 6379)","The database on port 6379 refused report-builder's connection attempt in processBatch, failing with code 2002."
[ALERT] report-builder: 403 on /api/v1/sessions — expired credentials (343m past validity),report-builder returned 403 for /api/v1/sessions because the caller's token expired 343 minutes earlier.
ERROR service=feed-aggregator phase=image_pull code=404 tag=v3.6.5 msg=pull backoff,Deploying feed-aggregator failed because image tag v3.6.5 could not be pulled; the registry responded with 404 and the pull is backing off.
[CRIT] consumer lag on payments.retry: notify-hub is 12 messages behind; oldest message failed with KeyError,notify-hub could not process a payments.retry message — KeyError in writeSnapshot across 12 attempts sent it to the dead-letter queue.
Access denied for role app_writer when report-builder executed runMigration against table payments. Error 1044.,Error 1044 in runMigration: the app_writer role used by report-builder has no access to payments.
ERROR service=ledger-service host=node-06 upstream=feed-aggregator dns=timeout,"DNS resolution of feed-aggregator failed with timeout, leaving ledger-service on node-06 unable to connect."
geo-resolver exited during startup: required environment variable LOG_LEVEL is not set. syncReplica aborted with status 1.,geo-resolver failed to start because the LOG_LEVEL environment variable is missing; syncReplica exited with status 1.
"[ALERT] session-cleanup did not complete: exit 1 after 250s (step buildIndex, node-03)",The session-cleanup scheduled job failed on node-03: it exited 1 after 250s while running buildIndex.
"[CRIT] container runtime killed auth-gateway on node-06: memory limit 512Mi reached inside decodePayload, exit code 137",auth-gateway on node-06 ran out of memory: decodePayload crossed the 512Mi limit and the container exited with code 137.
Access denied for role app_writer when ledger-service executed runMigration against table orders. Error 1044.,"Database permissions blocked ledger-service — role app_writer cannot use table orders, so runMigration failed with error 1044."
"[CRIT] container runtime killed ledger-service on worker-d: memory limit 2048Mi reached inside processBatch, exit code 137",An out-of-memory kill terminated ledger-service on worker-d (exit 137); the processBatch process breached the 2048Mi cap.
"[ERROR] report-builder deployment stalled: image tag v8.0.0 could not be pulled, registry answered 503",Deploying report-builder failed because image tag v8.0.0 could not be pulled; the registry responded with 503 and the pull is backing off.
ERROR service=thumbnail-worker host=node-03 upstream=search-indexer dns=timeout,"DNS resolution of search-indexer failed with timeout, leaving thumbnail-worker on node-03 unable to connect."
Upstream geo-resolver returned 503 for /api/v1/search after 9629ms. Circuit breaker in ledger-service is now open.,"The geo-resolver upstream is failing /api/v1/search with 503, so ledger-service stopped sending traffic (breaker open)."
[CRIT] certificate for inventory-sync is no longer valid (expired 10d); handshake rejected in fetchUpstream,"inventory-sync has an expired TLS certificate (10 days past validity), causing handshake failures in fetchUpstream."
ERROR job=session-cleanup host=node-11 elapsed_s=3405 exit=1 last_step=connectDb,"On node-11, the session-cleanup job died in step connectDb after 3405s (exit 1)."
WARN service=feed-aggregator queue=media.encode redeliveries=14 action=dead_letter error=JSONDecodeError,feed-aggregator could not process a media.encode message — JSONDecodeError in flushBuffer across 14 attempts sent it to the dead-letter queue.
[CRIT] certificate for catalog-api is no longer valid (expired 81d); handshake rejected in resolveHost,Connections to catalog-api are failing because its TLS certificate expired 81 days ago; resolveHost rejects the handshake.
ERROR service=payment-worker upstream=inventory-sync endpoint=/api/v1/orders code=504 elapsed_ms=19273 breaker=open,payment-worker opened its circuit breaker after inventory-sync answered /api/v1/orders with 504 (latest attempt took 19273ms).
Request to /api/v1/reports rejected with 401: the session token presented to email-dispatcher expired 680 minutes ago.,The /api/v1/reports call failed with 401: email-dispatcher saw credentials that lapsed 680 minutes ago.
ERROR service=ledger-service role=reporting_ro table=customers code=1045 msg=permission denied,Error 1045 in handleRequest: the reporting_ro role used by ledger-service has no access to customers.
Name resolution failed for upstream thumbnail-worker: SERVFAIL. cart-service cannot reach it from worker-e.,cart-service on worker-e cannot resolve its upstream thumbnail-worker — DNS returned SERVFAIL.
[ALERT] node-03: volume /tmp at 97%; writes from order-api are failing in renewLease,"Volume /tmp on node-03 filled to 97%, so order-api can no longer write (renewLease failed)."
[CRIT] notify-hub: 401 on /api/v1/orders — expired credentials (496m past validity),An expired token (496 minutes past validity) caused notify-hub to reject /api/v1/orders with 401.
ERROR service=webhook-relay fn=acquireLock db_port=3306 code=111 msg=connection refused elapsed_ms=950,A database connection failure hit webhook-relay; error 111 in acquireLock indicates the server on port 3306 refused the connection.
Access denied for role migrator when inventory-sync executed buildIndex against table orders. Error 42501.,Error 42501 in buildIndex: the migrator role used by inventory-sync has no access to orders.
"[CRIT] report-builder deployment stalled: image tag v9.10.9 could not be pulled, registry answered 404",Registry error 404 blocked report-builder from pulling image tag v9.10.9.
ERROR service=auth-gateway host=worker-a oom_killed=true limit=1024Mi function=connectDb exit=137,The auth-gateway container on worker-a was killed with exit code 137 after connectDb exceeded its 1024Mi memory limit.
